IdCursosSocios,IdCurso,idSocio,Activo,Termino
1155,205,4452,True,False
1156,205,6217,True,False
1157,205,6227,True,False
1158,205,6226,True,False
1159,205,6024,True,False
1160,207,6204,True,False
1161,207,6095,False,False
1162,207,6198,True,False
1163,207,6199,True,False
1164,207,6207,True,False
1165,207,6195,True,False
1166,207,6201,True,False
1167,207,5990,True,False
1168,207,6206,True,False
1169,207,5586,True,False
1170,207,6200,True,False
1171,207,6203,True,False
1172,207,6228,True,False
1173,207,6211,True,False
1174,207,6197,True,False
1175,207,6210,True,False
1176,207,6208,True,False
1177,207,6229,True,False
1178,207,6209,True,False
1179,207,6205,True,False
1180,207,6196,True,False
1181,205,6245,True,False
1182,205,6245,True,False
1183,206,3032,True,False
1184,206,5472,True,False
1185,206,5180,True,False
1186,206,3390,True,False
1187,206,5933,True,False
1188,206,6249,True,False
1189,206,6090,True,False
1190,206,2859,True,False
1191,206,4570,True,False
1192,206,5847,True,False
1193,206,6282,True,False
1194,206,3062,True,False
1195,206,5931,True,False
1196,206,3509,True,False
1197,206,5855,True,False
1198,206,4674,True,False
1199,206,5805,True,False
1200,206,6231,True,False
1201,206,5542,True,False
1202,206,5969,True,False
1203,206,5969,True,False
1204,206,5970,True,False
1205,206,5550,True,False
1206,206,6234,True,False
1207,206,2577,True,False
1208,206,4497,True,False
1209,206,6233,True,False
1210,206,6095,True,False
1211,206,5942,True,False
1212,206,4808,True,False
1213,206,3514,True,False
1214,206,4998,True,False
1215,206,6024,True,False
1216,206,5443,True,False
1217,206,5600,True,False
1218,206,4452,True,False
1219,206,5971,True,False
1220,207,5460,True,False
1221,207,6202,True,False
1222,206,6232,True,False
1223,208,5472,True,False
1224,208,6197,True,False
1225,208,5842,True,False
1226,208,3512,True,False
1227,208,5845,True,False
1228,208,6219,True,False
1229,208,5847,True,False
1230,208,6232,True,False
1231,208,6245,True,False
1232,208,6318,True,False
1233,208,6226,True,False
1234,208,5171,True,False
1235,208,5213,True,False
1236,208,6322,True,False
1237,208,5970,True,False
1238,208,6218,True,False
